ofac_id,grb_id,Type,Name,name_matches,atleast_1_date_of_births_matches,atleast_1_aliases_matches,atleast_1_id_numbers_matches
30976,12692,Entity,MINISTRY OF INTERIOR,true,,false,false
31122,13969,Individual,Andrei Veniaminovich YARIN,true,true,,false
31123,13970,Individual,Sergei Vladilenovich KIRIYENKO,true,true,,false
31124,13974,Individual,Aleksei Yurievich KRIVORUCHKO,true,true,,false
31125,13973,Individual,Pavel Anatolievich POPOV,true,true,,false
31126,13037,Individual,Aleksandr Vasilievich BORTNIKOV,true,true,,false
31126,13972,Individual,Aleksandr Vasilievich BORTNIKOV,true,true,,false
31129,14056,Individual,Soe HTUT,true,false,,false
31131,14058,Individual,Mya Tun OO,true,true,,false
31133,14059,Individual,Tin Aung SAN,true,true,,false
31134,14063,Individual,Ye Win OO,true,false,,false
31137,14061,Individual,Aung Lin DWE,true,true,false,false
31162,13894,Individual,Ahmad Hassan Mohammed AL ASIRI,true,false,false,false
31171,14062,Individual,Moe Myint TUN,true,true,,false
31172,14060,Individual,Maung Maung KYAW,true,true,,false
31474,14057,Individual,Than HLAING,true,false,,false
